Rv0243	fadA2	Lipid transport and metabolism	-0.924	-0.488	-0.72	-0.755	-0.679	-0.866	-0.782	-0.905	-0.634	0.03	1.255	1.488	1.505	1.396	1.08
Rv0244c	fadE5	Lipid transport and metabolism	-0.647	-0.813	-0.841	-0.84	0.256	0.825	1.276	1.894	2.12	-0.174	-0.503	-0.67	-0.564	-0.637	-0.683
Rv0252	nirB	Energy production and conversion	-0.868	-0.778	-0.715	-0.634	1.523	1.164	1.568	1.406	1.197	-0.608	-0.64	-0.744	-0.615	-0.426	-0.831
Rv0253	nirD	General function prediction only	-0.39	-0.409	-0.473	-0.473	1.226	1.419	1.762	1.256	0.708	-0.706	-0.94	-0.918	-0.65	-0.604	-0.808
Rv0256c	PPE2	?	-0.616	-0.672	-0.719	-0.721	-0.963	-1.032	-0.735	-0.5	-0.503	0.409	0.894	1.736	1.617	1.163	0.643
Rv0260c	-	Coenzyme transport and metabolism	-0.848	-0.674	-0.488	-0.478	1.23	1.144	1.27	1.427	1.475	-0.09	-0.663	-0.977	-0.751	-0.694	-0.882
Rv0271c	fadE6	Lipid transport and metabolism	-1.096	-0.643	-0.589	-0.915	0.305	0.965	2.116	1.213	1.554	-0.689	-0.397	-0.806	-0.458	-0.431	-0.129
Rv0275c	-	Transcription	-1.529	-1.256	-1.013	-0.798	0.728	1.759	1.173	1.321	0.88	0.538	-0.165	-0.401	-0.265	-0.485	-0.487
Rv0291	mycP3	Posttranslational modification, protein turnover, chaperones	-0.352	-0.073	-0.012	0.144	-0.81	-1.14	-0.936	-1.378	-1.197	0.19	0.129	1.102	1.719	0.986	1.631
Rv0295c	-	Function unknown	0.767	0.096	-0.433	-0.534	-1.03	-1.199	-1.134	-0.836	-0.965	0.304	0.709	1.586	1.007	1.159	0.503
Rv0298	-	?	1.408	0.192	-0.105	0.018	-0.064	-0.163	0.545	1.341	1.998	-0.274	-0.723	-0.966	-1.09	-1.069	-1.048
Rv0300	vapB2	?	-0.204	-0.809	-0.87	-0.845	0.139	0.685	1.387	1.112	2.166	0.577	-0.062	-0.239	-1.297	-0.737	-1.004
Rv0301	vapC2	General function prediction only	0.072	0.136	-0.008	0.064	0.476	1.431	1.208	1.308	0.976	0.358	-1.243	-1.087	-1.376	-1.451	-0.865
Rv0313	-	?	-0.852	-0.838	-0.656	-0.785	-0.036	0.73	1.442	1.39	1.073	1.858	0.149	-0.616	-0.763	-0.884	-1.213
Rv0350	dnaK	Posttranslational modification, protein turnover, chaperones	0.524	-0.184	-0.822	-1.124	-1.267	-0.806	0.568	1.892	2.027	0.497	-0.437	-0.635	-0.717	0.044	0.439
Rv0363c	fba	Carbohydrate transport and metabolism	0.207	0.184	-0.065	-0.184	0.132	0.588	1.114	1.547	1.842	0.169	-0.934	-1.182	-1.358	-0.939	-1.123
Rv0397A	-	?	-1.472	-1.23	-0.994	-0.849	0.126	1.16	1.874	1.314	1.308	0.311	0.279	-0.233	-0.473	-0.715	-0.405
Rv0409	ackA	Energy production and conversion	-0.995	-0.333	-0.36	-0.552	-0.882	-1.14	-0.955	-0.599	-0.822	0.171	1.174	1.52	1.676	1.14	0.956
Rv0425c	ctpH	Inorganic ion transport and metabolism	-1.261	0.401	1.183	1.088	-0.019	-0.607	-0.883	-1.557	-1.552	0.151	-0.036	0.486	1.632	0.462	0.51
Rv0463	-	?	0.515	0.68	0.864	0.615	1.638	1.315	0.616	-0.319	0.138	-0.768	-1.312	-1.022	-1.109	-1.08	-0.77
Rv0467	icl1	Energy production and conversion	-0.695	-0.766	-0.76	-0.721	0.284	0.384	1.094	2.309	1.891	-0.179	-0.454	-0.57	-0.574	-0.619	-0.625
Rv0472c	-	Transcription	0.029	0.288	0.563	0.51	1.204	1.586	0.936	0.832	0.55	-0.295	-0.747	-1.451	-1.412	-1.227	-1.364
Rv0473	-	Function unknown	-0.977	-0.479	-0.23	-0.024	0.95	1.481	1.569	1.013	0.969	0.591	-0.581	-1.35	-0.794	-1.16	-0.978
Rv0485	-	Carbohydrate transport and metabolism	-1.675	-1.489	-1.216	-0.465	1.141	1.551	1.77	0.726	0.414	-0.085	-0.084	-0.025	-0.1	-0.056	-0.408
Rv0489	gpm1	Carbohydrate transport and metabolism	0.383	0.704	1.023	0.786	1.456	1.855	0.234	-0.171	-0.209	-0.642	-1.219	-0.723	-1.026	-1.177	-1.274
Rv0490	senX3	Signal transduction mechanisms	-1.303	-0.513	-0.097	-0.056	1.784	2.256	1.208	0.424	0.128	-0.294	-0.482	-0.754	-0.82	-0.771	-0.711
Rv0500A	-	Inorganic ion transport and metabolism	-0.326	-0.582	-0.349	-0.343	0.178	0.601	0.931	2.144	1.931	0.295	-0.714	-0.763	-1.093	-0.873	-1.037
Rv0501	galE2	Carbohydrate transport and metabolism	0.075	-0.21	-0.335	-0.392	0.211	0.611	1.566	1.969	1.504	-0.301	-0.85	-0.998	-0.933	-0.943	-0.974
Rv0509	hemA	Coenzyme transport and metabolism	0.152	0.807	0.955	1.31	0.177	-0.796	-1.212	-1.632	-1.817	-0.642	0.856	1.038	-0.01	0.655	0.16
Rv0522	gabP	Amino acid transport and metabolism	-1.573	-0.89	-0.08	-0.323	0.349	0.246	-0.628	-0.995	-0.58	-0.384	1.265	1.622	1.903	-0.562	0.629
Rv0528	-	Posttranslational modification, protein turnover, chaperones	-0.596	0.444	0.462	0.367	0.232	-0.582	-1.181	-1.829	-1.502	-0.082	0.52	1.387	1.295	0.662	0.403
Rv0530A	-	?	-1.192	-0.355	0.384	0.303	1.164	1.566	0.983	1.282	0.943	-0.276	-0.881	-0.91	-1.318	-0.892	-0.801
Rv0555	menD	Coenzyme transport and metabolism	-0.849	-0.73	-0.713	-0.74	-0.824	-0.93	-0.846	-0.648	-0.585	0.455	1.024	1.726	1.38	1.372	0.909
Rv0559c	-	?	0.618	-0.14	-0.122	-0.108	0.769	0.712	0.854	1.435	1.67	0.082	-0.953	-1.087	-1.277	-1.08	-1.373
Rv0563	htpX	Posttranslational modification, protein turnover, chaperones	-0.936	-0.941	-0.958	-1.0	-0.104	0.776	1.373	1.561	1.622	0.765	0.093	-0.05	-0.529	-1.217	-0.455
Rv0569	-	?	-0.529	-0.412	-0.402	-0.282	0.79	1.756	1.454	1.427	1.156	-0.397	-0.802	-0.919	-0.938	-0.925	-0.978
Rv0570	nrdZ	Nucleotide transport and metabolism	-1.01	-0.653	-0.433	-0.349	0.978	2.062	1.648	1.019	0.595	-0.631	-0.511	-0.5	-0.574	-0.769	-0.872
Rv0571c	-	Lipid transport and metabolism	-0.326	-0.525	-0.374	-0.1	1.084	2.295	1.165	0.939	0.748	-0.604	-0.619	-0.698	-0.876	-1.092	-1.018
Rv0572c	-	?	-0.562	-0.738	-0.589	-0.355	0.304	1.031	1.861	1.766	1.485	-0.169	-0.556	-0.821	-0.664	-1.085	-0.909
Rv0575c	-	Energy production and conversion	-1.222	-1.195	-1.204	-1.192	-0.936	-0.738	-0.231	0.359	0.544	1.555	1.526	1.026	0.908	0.46	0.339
Rv0613c	-	Intracellular trafficking, secretion, and vesicular transport	1.224	1.733	1.502	1.025	-0.665	-1.103	-1.21	-1.251	-1.068	-0.86	0.008	0.212	0.286	-0.064	0.233
Rv0638	secE1	Intracellular trafficking, secretion, and vesicular transport	0.102	-0.435	-0.443	-0.84	-0.331	0.102	1.1	1.89	1.661	1.353	-0.734	-0.428	-0.818	-1.162	-1.017
Rv0667	rpoB	Transcription	0.592	-0.769	-1.06	-0.849	-0.578	-0.485	1.217	2.03	1.962	-0.012	-0.606	-0.519	-0.54	-0.056	-0.328
Rv0676c	mmpL5	General function prediction only	-1.574	-1.194	-0.901	-0.853	0.22	1.174	2.207	1.239	0.967	-0.222	-0.194	-0.121	-0.082	-0.266	-0.398
Rv0677c	mmpS5	Posttranslational modification, protein turnover, chaperones	-0.99	-0.808	-0.696	-0.683	-0.069	0.765	1.737	2.012	1.694	-0.228	-0.474	-0.657	-0.546	-0.509	-0.547
Rv0678	-	?	-1.494	-1.432	-1.374	-1.365	-0.918	-0.206	0.968	0.935	0.587	1.211	0.657	0.58	0.74	0.42	0.692
Rv0682	rpsL	Translation, ribosomal structure and biogenesis	1.826	0.548	0.124	0.007	0.077	0.276	1.288	1.215	0.548	-0.055	-1.164	-1.216	-1.02	-1.224	-1.23
Rv0683	rpsG	Translation, ribosomal structure and biogenesis	2.449	0.583	0.143	-0.017	0.022	0.101	0.729	1.091	0.537	-0.587	-1.089	-1.096	-1.096	-0.809	-0.959
Rv0686	-	?	-0.445	-0.497	-0.497	-0.587	0.082	0.94	1.702	1.69	1.54	0.641	-0.716	-0.774	-1.067	-0.975	-1.038
Rv0692	-	?	2.072	0.846	0.359	0.254	0.195	0.176	0.439	1.236	0.57	-0.884	-1.141	-1.134	-1.152	-0.885	-0.951
Rv0700	rpsJ	Translation, ribosomal structure and biogenesis	2.598	0.272	-0.36	-0.394	-0.343	-0.387	0.38	1.371	1.165	-0.077	-0.684	-0.879	-0.904	-0.81	-0.947
Rv0711	atsA	Inorganic ion transport and metabolism	-0.041	-0.735	-0.831	-0.829	-0.882	-0.598	0.474	2.049	1.974	0.721	-0.534	-0.456	-0.588	0.245	0.032
Rv0726c	-	Secondary metabolites biosynthesis, transport and catabolism	0.884	-0.295	-0.488	-0.405	0.141	0.753	1.548	1.644	1.043	-0.143	-0.281	-1.216	-0.944	-1.24	-1.001
Rv0730	-	?	0.56	0.399	0.083	0.119	0.637	0.918	0.813	1.383	1.316	-0.349	-0.943	-1.603	-1.316	-1.432	-0.583
Rv0734	mapA	Translation, ribosomal structure and biogenesis	0.705	0.335	0.157	-0.142	-1.338	-1.412	-1.275	-0.844	-1.187	-0.025	0.942	1.245	0.818	0.778	1.242
Rv0774c	-	General function prediction only	0.271	-0.26	-0.505	-0.634	-1.09	-1.28	-1.141	-0.993	-0.721	0.401	1.056	1.147	1.451	0.849	1.449
Rv0778	cyp126	Secondary metabolites biosynthesis, transport and catabolism	1.038	0.707	0.424	0.254	-1.103	-1.056	-1.137	-1.266	-1.238	0.05	0.114	0.657	1.442	0.885	0.228
Rv0790c	-	Amino acid transport and metabolism	-0.952	-0.939	-0.933	-0.905	-0.473	0.259	2.086	1.893	1.577	-0.014	-0.244	-0.346	-0.382	-0.236	-0.391
Rv0791c	-	Energy production and conversion	-1.1	-1.098	-1.088	-1.065	-0.697	-0.08	1.61	2.04	1.598	0.458	-0.047	-0.217	-0.097	0.074	-0.292
Rv0792c	-	Transcription	-1.053	-1.048	-1.048	-1.028	-0.731	-0.265	1.169	1.87	1.542	1.517	0.171	-0.146	-0.225	-0.282	-0.442
Rv0803	purL	Nucleotide transport and metabolism	1.077	1.38	1.313	1.446	-0.615	-1.043	-1.035	-0.956	-0.908	-0.82	-0.649	0.489	0.975	-0.282	-0.374
Rv0805	-	General function prediction only	0.792	0.824	0.619	0.366	0.219	0.797	1.166	1.272	0.652	-0.485	-0.843	-1.316	-1.277	-1.39	-1.397
Rv0810c	-	?	-0.866	-0.873	-0.857	-0.825	-0.364	0.286	1.53	1.998	2.01	0.211	-0.108	-0.406	-0.389	-0.711	-0.637
Rv0814c	sseC2	?	-0.305	-0.66	-0.546	0.557	0.943	1.483	1.859	1.063	0.628	-0.225	-0.756	-1.118	-1.25	-0.683	-0.989
Rv0815c	cysA2	Inorganic ion transport and metabolism	-0.083	-0.397	-0.362	0.443	0.505	1.32	1.809	1.564	0.93	-0.874	-1.001	-0.805	-1.131	-1.061	-0.857
Rv0821c	phoY2	Inorganic ion transport and metabolism	-0.412	-0.34	-0.06	0.199	0.62	1.174	1.3	1.49	1.289	0.134	-0.401	-1.233	-1.36	-1.353	-1.047
Rv0823c	-	Translation, ribosomal structure and biogenesis	-1.7	-0.553	0.411	0.83	2.118	1.404	-0.002	-0.618	-0.771	-0.945	0.239	0.697	-0.082	-0.319	-0.708
Rv0824c	desA1	?	-0.321	-0.022	0.174	0.506	1.102	1.195	1.007	1.328	1.335	-0.751	-1.034	-1.129	-1.157	-1.066	-1.166
Rv0858c	dapC	Amino acid transport and metabolism	2.024	1.619	0.818	0.533	-0.886	-0.608	-1.006	-1.179	-1.216	-0.566	0.22	0.747	-0.071	-0.196	-0.233
Rv0859	fadA	Lipid transport and metabolism	-0.174	-0.139	-0.053	-0.138	1.057	1.311	1.417	1.189	1.201	-0.854	-1.053	-0.891	-1.101	-0.908	-0.865
Rv0860	fadB	Lipid transport and metabolism	-0.673	-0.283	-0.377	-0.752	1.725	1.381	1.192	-0.706	-0.343	-1.103	-0.512	-0.697	-0.318	1.172	0.296
Rv0861c	ercc3	Replication, recombination and repair	0.838	1.534	1.852	1.493	0.411	0.184	-0.707	-0.717	-1.009	-1.44	-0.481	-0.662	-0.405	-0.574	-0.316
Rv0863	-	?	0.057	-0.116	-0.214	-0.332	0.584	1.041	1.726	1.455	1.348	-0.204	-0.712	-1.214	-1.108	-1.224	-1.087
Rv0864	moaC2	Coenzyme transport and metabolism	-0.072	-0.274	-0.387	-0.521	0.429	1.117	1.913	1.056	1.353	-0.13	-0.572	-0.877	-0.79	-1.311	-0.934
Rv0873	fadE10	Lipid transport and metabolism	0.102	0.461	0.321	0.383	0.784	1.414	1.174	0.743	0.629	-0.955	-1.695	-0.99	-1.116	-0.819	-0.436
Rv0885	-	?	-0.441	-0.146	-0.503	-0.689	0.129	0.633	1.113	2.046	2.063	-0.06	-0.695	-0.859	-0.806	-0.908	-0.878
Rv0887c	-	Function unknown	-1.022	-0.925	-0.842	-0.763	0.95	1.167	1.66	1.533	1.305	-0.522	-0.187	-0.558	-0.854	-0.456	-0.486
Rv0906	-	General function prediction only	0.239	0.95	0.245	0.404	1.771	1.125	0.026	-1.026	-1.485	-1.718	-0.71	0.005	0.049	0.4	-0.274
Rv0908	ctpE	Inorganic ion transport and metabolism	1.41	1.883	1.629	1.219	0.031	-0.471	-0.757	-0.777	-0.976	-1.14	-0.866	-0.448	-0.086	-0.313	-0.338
Rv0926c	-	Function unknown	-0.529	-0.888	-0.891	-0.996	-1.161	-1.002	-0.614	-0.337	-0.46	0.391	1.15	1.151	1.427	1.345	1.414
Rv0932c	pstS2	Inorganic ion transport and metabolism	-0.092	0.274	0.395	0.275	0.91	1.45	1.57	1.153	0.578	-0.621	-1.038	-1.139	-1.238	-1.345	-1.13
Rv0954	-	?	-0.706	-0.801	-0.822	-0.73	-0.842	-0.957	-0.85	-0.64	-0.524	0.148	0.974	1.188	1.496	1.614	1.45
Rv0981	mprA	Transcription	-1.236	-1.003	-0.766	-0.823	-0.261	0.153	1.298	2.119	1.786	0.692	-0.216	-0.532	-0.368	-0.4	-0.443
Rv0990c	-	?	-0.817	-1.005	-1.087	-1.061	-0.576	-0.424	1.076	2.39	1.768	0.399	0.068	-0.116	-0.168	-0.25	-0.197
Rv0991c	-	Function unknown	-0.558	-0.748	-0.792	-0.791	-0.333	0.13	1.427	2.12	1.949	0.528	-0.315	-0.547	-0.657	-0.777	-0.638
Rv0998	-	Signal transduction mechanisms	-0.595	0.065	0.345	0.005	1.333	1.467	1.388	0.744	0.043	-0.207	-0.494	-1.592	-1.531	-0.14	-0.83
Rv1009	rpfB	Function unknown	2.288	0.323	-0.421	-0.474	-0.276	-0.882	-0.043	1.081	1.023	0.838	0.304	-0.795	-0.646	-1.05	-1.27
Rv1010	ksgA	Translation, ribosomal structure and biogenesis	0.75	-0.377	-0.624	-0.806	-1.036	-0.933	-0.42	-0.674	-0.121	1.96	2.059	0.738	0.134	-0.597	-0.052
Rv1018c	glmU	Cell wall/membrane/envelope biogenesis	-0.423	-0.208	-0.369	-0.324	-0.96	-1.185	-1.165	-0.827	-0.616	-0.088	0.789	1.281	2.161	0.796	1.138
Rv1020	mfd	Transcription	-0.858	-0.096	0.249	-0.209	-0.579	-0.595	-0.743	-1.105	-1.555	0.258	1.132	1.975	1.231	0.254	0.64
Rv1049	-	Transcription	-0.451	-0.911	-0.581	-0.888	0.097	0.807	1.679	1.475	0.953	0.604	0.678	-0.849	-0.586	-1.824	-0.203
Rv1069c	-	Function unknown	0.546	1.309	1.651	0.912	-0.187	-0.519	-1.126	-1.338	-1.781	-0.764	0.104	0.956	0.301	0.071	-0.134
Rv1071c	echA9	Lipid transport and metabolism	-0.319	0.061	-0.075	-0.467	-1.057	-1.181	-1.156	-1.125	-1.175	0.617	1.327	1.577	1.037	0.606	1.33
Rv1072	-	Function unknown	-0.58	-0.282	-0.168	-0.264	0.214	0.9	1.737	1.732	1.695	-0.348	-0.848	-1.009	-0.846	-1.044	-0.891
Rv1073	-	?	0.204	-0.068	-0.033	-0.3	0.089	0.578	1.466	2.143	1.204	-0.42	-0.759	-0.862	-1.295	-0.78	-1.166
Rv1075c	-	Amino acid transport and metabolism	-1.391	-1.218	-1.02	-0.872	0.122	0.445	1.092	1.54	1.514	1.275	0.4	-0.572	-0.651	-0.438	-0.227
Rv1080c	greA	Transcription	1.275	0.353	-0.17	-0.481	-0.488	-0.588	0.688	2.352	1.319	-0.179	-0.906	-0.689	-0.742	-0.777	-0.965
Rv1093	glyA1	Amino acid transport and metabolism	-0.772	-0.772	-0.705	-0.684	-0.844	-0.888	-0.814	-0.722	-0.574	0.212	0.944	1.222	1.768	1.194	1.434
Rv1094	desA2	?	-0.846	-0.827	-0.72	-0.337	0.536	0.917	1.445	1.838	1.817	-0.253	-0.382	-0.654	-0.597	-0.856	-1.081
Rv1096	-	Carbohydrate transport and metabolism	1.51	0.151	-0.091	-0.053	0.04	0.477	0.486	1.71	1.025	0.398	-0.882	-1.345	-0.734	-1.298	-1.395
Rv1102c	mazF3	Signal transduction mechanisms	0.899	0.424	0.378	0.205	0.872	1.192	0.915	0.813	0.834	-0.356	-1.002	-0.786	-1.374	-1.446	-1.568
Rv1103c	mazE3	?	0.601	-0.205	-0.449	-0.18	0.353	0.984	0.956	1.719	1.038	0.302	-0.484	-0.683	-1.622	-0.861	-1.468
Rv1117	-	Function unknown	-0.185	-0.56	-0.168	-0.289	-0.976	-0.985	-0.948	-0.504	-0.759	0.742	1.825	2.062	0.832	-0.453	0.365
Rv1142c	echA10	Lipid transport and metabolism	-0.454	-0.629	-0.327	-0.242	0.887	1.602	1.036	1.556	1.516	-0.39	-0.924	-0.55	-1.133	-0.821	-1.128
Rv1156	-	Replication, recombination and repair	-0.596	-0.669	-0.879	-0.947	0.156	0.922	1.484	1.404	1.622	1.022	-0.49	-0.545	-0.494	-0.937	-1.053
Rv1159A	-	Coenzyme transport and metabolism	-0.627	-0.325	-0.009	-0.12	0.594	1.743	1.417	1.005	1.43	-0.176	-0.848	-0.664	-1.369	-1.137	-0.914
Rv1162	narH	Energy production and conversion	-1.201	-0.868	-0.094	0.47	0.759	1.225	-0.335	-0.901	-0.792	-1.312	-0.565	0.587	0.67	1.705	0.65
Rv1166	lpqW	Amino acid transport and metabolism	-0.133	-0.644	-0.732	-0.786	-1.058	-1.028	-0.813	-0.491	-0.566	0.597	1.086	1.776	1.464	1.04	0.288
Rv1172c	PE12	?	2.118	0.707	0.531	0.166	-0.122	-0.089	0.693	0.808	0.985	-0.403	-0.875	-0.96	-1.248	-1.358	-0.953
Rv1177	fdxC	Energy production and conversion	0.155	0.086	0.104	0.16	0.739	1.416	1.259	1.344	1.122	-0.712	-0.938	-1.369	-0.992	-1.169	-1.204
Rv1178	-	Amino acid transport and metabolism	-1.052	-0.492	0.085	0.23	2.218	1.507	1.174	0.295	0.095	-1.271	-1.102	-0.336	-0.287	-0.471	-0.594
Rv1191	-	General function prediction only	-0.546	-0.777	-0.77	-0.782	-0.757	-0.86	-0.791	-0.555	-0.556	0.223	0.93	1.939	1.991	0.231	1.081
Rv1195	PE13	?	0.363	-0.519	-0.637	-0.647	-0.046	0.115	0.964	2.194	2.159	-0.571	-0.527	-0.762	-0.729	-0.625	-0.732
Rv1196	PPE18	?	0.799	-0.495	-0.678	-0.652	0.259	0.221	1.075	1.778	2.055	-0.73	-0.774	-0.819	-0.741	-0.687	-0.611
Rv1197	esxK	?	2.666	-0.271	-0.612	-0.545	-0.045	0.489	0.666	1.092	0.992	-0.747	-0.999	-0.854	-0.866	-0.527	-0.44
Rv1211	-	?	0.02	-0.208	-0.297	-0.358	0.015	1.151	1.486	1.716	1.444	0.121	-0.539	-1.038	-0.989	-1.451	-1.071
Rv1218c	-	Defense mechanisms	-1.206	-0.718	0.209	0.481	0.924	1.697	0.92	0.794	1.206	-0.483	-1.095	-0.717	-1.398	0.081	-0.694
Rv1221	sigE	Transcription	-0.93	-0.888	-0.875	-0.848	-0.468	-0.325	0.593	2.027	1.984	1.328	0.214	-0.431	-0.535	-0.533	-0.313
Rv1223	htrA	Posttranslational modification, protein turnover, chaperones	-0.838	-0.612	-0.347	-0.394	-0.564	-0.585	-0.716	-0.794	-0.598	-0.161	1.571	2.008	1.409	0.531	0.088
Rv1245c	-	General function prediction only	0.625	0.346	-0.61	-1.103	0.405	0.949	1.684	1.018	1.306	-0.212	-0.376	-1.158	-1.429	-1.041	-0.404
Rv1248c	-	Energy production and conversion	0.028	0.61	0.88	0.663	0.559	1.092	1.331	0.744	0.503	-0.715	-1.674	-1.413	-1.501	-0.466	-0.642
Rv1258c	-	General function prediction only	-0.576	0.355	1.323	1.144	0.415	-0.307	-0.856	-1.674	-1.383	-0.375	-0.118	1.605	0.709	-0.513	0.252
Rv1261c	-	?	0.797	0.36	0.15	0.065	0.31	1.145	1.167	0.951	1.0	-0.113	-1.503	-0.772	-1.654	-1.022	-0.879
Rv1284	canA	Inorganic ion transport and metabolism	-0.722	-0.718	-0.632	-0.515	-0.004	0.872	1.603	1.873	1.972	-0.484	-0.59	-0.628	-0.645	-0.693	-0.689
Rv1286	cysN	Inorganic ion transport and metabolism	-0.497	-0.955	-0.656	-0.135	1.736	1.808	1.425	1.05	0.476	-0.759	-0.864	-0.622	-0.744	-0.715	-0.549
Rv1292	argS	Translation, ribosomal structure and biogenesis	2.071	0.97	0.616	0.377	-0.652	-1.02	-0.935	-0.8	-1.142	-0.76	0.121	0.574	0.721	0.901	-1.042
